candidate	relevant_yn	sentiment	sentiment_confidence	subject_matter	retweet_count	text	tweet_created	tweet_location	user_timezone
No candidate mentioned	yes	Negative	0.6667	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52	midwest	Central Time (US & Canada)
Donald Trump	yes	Negative	0.6949	None of the above	0	"I hope trump says, ""I don't talk to myself"" #GOPDebates"	8/6/15 19:52	"Boston, MA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6421		36	"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #__"	8/6/15 19:52		
Jeb Bush	yes	Negative	1	FOX News or Moderators	2		8/6/15 19:52	milwaukee	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		
Ted Cruz	yes	Positive	1	None of the above	38	"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		Atlantic Time (Canada)
No candidate mentioned	yes	Negative	1	Religion	3	RT @jordiemojordie: YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates	8/6/15 19:52	Wherever my heart takes me	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52	the depths of wisdom and mirth	Atlantic Time (Canada)
No candidate mentioned	yes	Neutral	1	None of the above	0	"""My father was a scarecrow and my mother raised 50 children of which only 25 were her own"" #gopcandidates #gopdebates"	8/6/15 19:52		Pacific Time (US & Canada)
Jeb Bush	yes	Negative	0.6789	None of the above	172	RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ___ #GOPDebate  #GOPDebates	8/6/15 19:52	illinois	
No candidate mentioned	yes	Negative	0.6949	FOX News or Moderators	120	RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ___ #GOPDebate  __	8/6/15 19:52		
No candidate mentioned	yes	Neutral	0.67	Religion	4	Does God have a super PAC? #GOPDebates	8/6/15 19:52	Oakland	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	Religion	29	RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #__	8/6/15 19:52	Earth	Central Time (US & Canada)
John Kasich	yes	Positive	0.6836	Religion	0	"#Kasich ""I do believe in miracles"" ""restore common sense"" bam for the win!!! #GOPDebates that's a CHRISTIAN!"	8/6/15 19:52	Viva Las Vegas NV.	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	6	RT @Lattisaw: No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues__	8/6/15 19:52	NYC	Quito
No candidate mentioned	yes	Positive	0.6747	Religion	1	I know God. He's a friend of mine. Im glad to count him as a backer #GOPdebates	8/6/15 19:52		
No candidate mentioned	yes	Negative	0.6725	FOX News or Moderators	155	RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ___  #GOPDebate  #GOPDebates	8/6/15 19:52		Arizona
No candidate mentioned	yes	Neutral	0.6453	Gun Control	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:52	New Orleans	Central Time (US & Canada)
Mike Huckabee	yes	Negative	0.6804	Foreign Policy	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:52	Ohioan in Washington D.C. 	Eastern Time (US & Canada)
Ted Cruz	yes	Positive	0.337	FOX News or Moderators	1	RT @USVeteran2: @FoxNews shutting @SenTedCruz out of debate. Has not spoken In 30 minutes. Has to beg them for a chance to say anything !  __	8/6/15 19:52	 Beach South of St. Somewhere!	Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.6751	FOX News or Moderators	78	RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ___ #GOPDebate  #GOPDebates	8/6/15 19:52		
No candidate mentioned	yes	Negative	1	None of the above	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:52	New Orleans	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6444	None of the above	0	can_t we just build a moat instead? #gopdebates	8/6/15 19:52		Atlantic Time (Canada)
Donald Trump	yes	Negative	0.6264	FOX News or Moderators	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 19:52		
	yes	Negative	0.3516		0	Are going to go through every candidate's relatives' resumes??? #GOPDebates #fb	8/6/15 19:52	Be Kind	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6819	FOX News or Moderators	134	RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ___ #GOPDebate__	8/6/15 19:52	Florida	
No candidate mentioned	yes	Negative	0.6702	None of the above	6	No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues. #GOPdebates	8/6/15 19:52	305/202/212 MIA*DC*NYC 	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		
Donald Trump	yes	Negative	0.6765	FOX News or Moderators	0	#GOPDebates @megynkelly became the Republican version of @CandyCrowley tonight @TomiLahren @slone @CWforA @realDonaldTrump	8/6/15 19:52	"McMinnville, TN"	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		
No candidate mentioned	yes	Neutral	0.6429		10	RT @BettyFckinWhite: We must repeal and replace Benghazi. #GOPDebates	8/6/15 19:52	"Baltimore, MD"	Atlantic Time (Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	132	RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ___	8/6/15 19:52		
Mike Huckabee	yes	Neutral	0.6882	Foreign Policy	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:52		
No candidate mentioned	yes	Negative	0.6593	None of the above	10	RT @BettyFckinWhite: We must repeal and replace Benghazi. #GOPDebates	8/6/15 19:52	PA	Eastern Time (US & Canada)
Ted Cruz	yes	Neutral	0.6546	None of the above	1	#Cruz says we will know the candidates by their fruits. #Trump are you listening?  #GOPDebates	8/6/15 19:52	Minnesota	
Mike Huckabee	yes	Positive	0.3488	None of the above	0	"""The purpose of the military is to kill people and break things"" @GovMikeHuckabee #GOPDebates  might be the quote of the night"	8/6/15 19:52	"Pittsburgh, Pennsylvania, USA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	sad to say that SNL hasnt written a comedy sketch as good as these #GOPDebates since the Housewives of Disney	8/6/15 19:52	wrong levvvveeeeerrrrr	Atlantic Time (Canada)
No candidate mentioned	yes	Neutral	0.653	None of the above	1	"""A movement back to the 1800's"" #GOPDebates"	8/6/15 19:52	"Des Moines, IA"	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	1	We have yet to talk about climate change. Oh yeah because republicans don't believe in that #GOPDebates	8/6/15 19:52		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		
No candidate mentioned	yes	Negative	0.6705	FOX News or Moderators	9	"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #__"	8/6/15 19:52	Texas	
No candidate mentioned	yes	Neutral	0.3222	FOX News or Moderators	155	RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ___  #GOPDebate  #GOPDebates	8/6/15 19:52		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52	Tennessee	
No candidate mentioned	yes	Negative	0.6559	Religion	2	RT @halhefner: The creepy blond commentator just promised us that #god is coming to the #GOPdebates after the break. http://t.co/E6T5ZG8xwp	8/6/15 19:52	"Philadelphia, PA 19130"	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	0	Who won? #GOPDebates #FoxDebate #StraightOuttaCompton	8/6/15 19:52	"Country Ghetto, USA"	Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	11	"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo__"	8/6/15 19:52	"Harlem, NY"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Religion	0	Oh y'all spoke to God now? Cuz I heard she was busy making sure women could still get healthcare. #GOPDebates	8/6/15 19:52	Sin City	Pacific Time (US & Canada)
No candidate mentioned	yes	Positive	0.6326	None of the above	28	RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; __	8/6/15 19:52	757 - 434	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6629	None of the above	0	Pretty much didn't learn anything about anyone #GOPDebates	8/6/15 19:52		
No candidate mentioned	yes	Neutral	0.6703	None of the above	2	"Pastors, Mailmen, Plumbers and Presidents #GOPDads #GOPDebates"	8/6/15 19:52	DMV	Quito
No candidate mentioned	yes	Negative	1	FOX News or Moderators	155	RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ___  #GOPDebate  #GOPDebates	8/6/15 19:52		
Ted Cruz	yes	Negative	1	Abortion	0	"""I stand against women, I stand for LIFE."" - Ted ""Pregnant Pause"" Cruz #gopdebates"	8/6/15 19:52	CNX | BOS | ATL	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		
No candidate mentioned	yes	Negative	0.6497	None of the above	0	We have a new army slogan. Kill people and break things. Hell yeah America #gopdebates #kill__ https://t.co/Eulc7pBUPr	8/6/15 19:52	"Eastpointe, MI"	Atlantic Time (Canada)
Donald Trump	yes	Positive	1	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 19:52	Out there~	Quito
Ted Cruz	yes	Negative	1	Religion	15	"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates"	8/6/15 19:52	"T: 40.70562,-74.012009"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	29	RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #__	8/6/15 19:52		Central America
Mike Huckabee	yes	Neutral	0.6617	Foreign Policy	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:52	"Chesapeake Shores, Maryland"	Pacific Time (US & Canada)
Ted Cruz	yes	Positive	0.3299		2	RT @Sweetpea593: #GOPDebates they won't let #TedCruz speak!	8/6/15 19:52		Eastern Time (US & Canada)
Ted Cruz	yes	Negative	0.6897	FOX News or Moderators	21		8/6/15 19:52		
Donald Trump	yes	Neutral	0.6429	None of the above	72	RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ___ #GOPDebate  #GOPDebates	8/6/15 19:52	USA	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:52		
No candidate mentioned	yes	Neutral	0.3265		0	"In his hermetically sealed bedchamber, Pat Robertson has just tuned into the #GOPDebates, popcorn in hand. ""I was told there'd be miracles."""	8/6/15 19:52	Boston	Atlantic Time (Canada)
Ted Cruz	yes	Negative	0.6366	FOX News or Moderators	15	"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates"	8/6/15 19:52		
No candidate mentioned	yes	Neutral	0.6977	None of the above	0	"Amen, lets elect our next President on their fruits. #GOPDebates"	8/6/15 19:52	Heartland of America	Central Time (US & Canada)
Ted Cruz	yes	Negative	0.677	FOX News or Moderators	0	@AnnStokes55 @FoxNews @cruzcrew He's too Conservative. They can't let him talk. Stupid #GOPdebates	8/6/15 19:52		Eastern Time (US & Canada)
Ted Cruz	yes	Negative	1	FOX News or Moderators	15	"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates"	8/6/15 19:51	Los Angeles	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6771	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	IN	
No candidate mentioned	yes	Negative	0.6736	Religion	29	RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #__	8/6/15 19:51	"Roger Williams University, RI"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6629	None of the above	29	RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #__	8/6/15 19:51	"London, UK"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6847	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51		
No candidate mentioned	yes	Neutral	1	None of the above	16	RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets__ #gopdebates https://t.co/px9hHatLd8	8/6/15 19:51	not where i want to be 	
Ted Cruz	yes	Positive	1	None of the above	65		8/6/15 19:51	"Leesburg, GA"	
Mike Huckabee	yes	Neutral	0.6489	None of the above	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:51	New York	Quito
No candidate mentioned	yes	Negative	1	Religion	0	Hearing the candidates talk about God is actually terrifying. #GOPDebates	8/6/15 19:51		Quito
No candidate mentioned	yes	Negative	0.6774	None of the above	0	Best quotes of tonight? Still think there's fire left in these whimps? #GOPDebates	8/6/15 19:51	 	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6764	None of the above	7	"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor__"	8/6/15 19:51	Kharagpur _ ______________________ _ IND	New Delhi
No candidate mentioned	yes	Positive	0.6697	FOX News or Moderators	1	#GOPDebates - i'm still staring at @megynkelly #bae	8/6/15 19:51	West Virginia	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Religion	8		8/6/15 19:51		Quito
No candidate mentioned	yes	Negative	0.6813	None of the above	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	"SC Lowcountry, The Beach!"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	Sacramento 	
No candidate mentioned	yes	Positive	0.359	None of the above	1	"Here comes Chase from Facebook, asking the important questions *hurts forearm making jerk off gesture* #GOPDebates"	8/6/15 19:51	"Tulsa, Oklahoma"	
No candidate mentioned	yes	Negative	1	Religion	29	RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #__	8/6/15 19:51		
No candidate mentioned	yes	Negative	0.3404	None of the above	3	RT @GallagherPreach: It is just me or can anyone else not wait for SNL this weekend for the debate coverage? #GOPdebates #GOPdebate	8/6/15 19:51	"T: 34.195039,-118.50539"	Alaska
Ted Cruz	yes	Negative	0.6429	FOX News or Moderators	0	@Foxnews - Why has Cruz been disrespected? Why has Trump been disrespected. Seems Fox likes Rhinos these days! #GOPDebates	8/6/15 19:51		
Mike Huckabee	yes	Neutral	0.663	Foreign Policy	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:51		
No candidate mentioned	yes	Negative	0.6703	Religion	3	RT @jordiemojordie: YALL BETTER NOT LIE ABOUT GOD. S/he didn't talk to all of yall. #GOPDebates	8/6/15 19:51		Eastern Time (US & Canada)
Ted Cruz	yes	Negative	0.6923	Abortion	0	"If you want to defend life, Cruz, make sure nobody dies during your administration if you're President! #GOPDebates"	8/6/15 19:51		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	NOLA	America/Chicago
Ted Cruz	yes	Negative	0.6701	Religion	4	"Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates"	8/6/15 19:51	"Cocoa Beach, Florida"	Eastern Time (US & Canada)
John Kasich	yes	Neutral	0.6591	None of the above	1	RT @AndrewThrasher: Kasich had a strong start to the debate but lack of questions led him to fade into the background. #GOPDebates	8/6/15 19:51	Los Angeles 	
No candidate mentioned	yes	Negative	1	Foreign Policy	10	RT @BettyFckinWhite: We must repeal and replace Benghazi. #GOPDebates	8/6/15 19:51	NYC	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	"Orlando , FL"	
No candidate mentioned	yes	Negative	0.6429	None of the above	0	That dude pics was totally taken off of his tinder profile #GOPDebates	8/6/15 19:51	Boston	Eastern Time (US & Canada)
Ted Cruz	yes	Negative	0.6791	FOX News or Moderators	15	"Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates"	8/6/15 19:51	The Universe	Pacific Time (US & Canada)
No candidate mentioned	yes	Neutral	0.3505	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	"Phoenix, AZ"	
No candidate mentioned	yes	Neutral	0.3233		0	Now we are down to the real nitty-gritty how is GOD helping you candidates oh please tell us #GOPDebates	8/6/15 19:51		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	This is dumb. #GOPDebates	8/6/15 19:51	Center of the Buckeye	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Religion	0	"Fox News: God hasn't been in touch lately and we are really getting worried, he doesn't get along with people. #GOPDebates"	8/6/15 19:51	"Boston, MA"	Eastern Time (US & Canada)
Ted Cruz	yes	Positive	0.6705	None of the above	149	"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ___ #GOPDebate  #G__"	8/6/15 19:51	TEXAS  CONSERVATIVE 	
No candidate mentioned	yes	Negative	1	None of the above	5	RT @NickSylian: From today to the time the next president has one year in office #22aDay will empty that arena. #GOPDebates #IAVA	8/6/15 19:51	"Kings Mountain, NC"	Central Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6628	Religion	1	RT @RobsRamblins: Voices in my head question. #WordFromGodQuestion #GOPDebates	8/6/15 19:51	"Fairborn, Ohio"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	"Cincinnati, Ohio"	Eastern Time (US & Canada)
Mike Huckabee	yes	Negative	0.6703	None of the above	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:51	"Oakland, CA"	Pacific Time (US & Canada)
No candidate mentioned	yes	Neutral	0.6351	Religion	29	Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #GOPDebates	8/6/15 19:51	Cairo/NYC	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6705	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51		
Donald Trump	yes	Negative	0.6492	None of the above	0	"Final question for #DonaldTrump your sons killed big game, Please comment on #CecilTheLion. #GOPDebates"	8/6/15 19:51	USA	Eastern Time (US & Canada)
Mike Huckabee	yes	Negative	1	None of the above	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:51	"New York, NY"	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	0	Can someone please send me a highlight of the #GOPDebates tomorrow? It's my old lady bed time. #kthanksbye	8/6/15 19:51	Wherever you are...O_o	Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.3474	FOX News or Moderators	71	RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb__	8/6/15 19:51	Out there~	Quito
Ted Cruz	yes	Neutral	0.6455	None of the above	0	YOU SHALL KNOW THEM BY THEIR FRUITS. Ted Cruz #GOPDebates #YouCrazy	8/6/15 19:51	"Seattle, WA"	
No candidate mentioned	yes	Negative	1	None of the above	0	"Seriously, that's the last question!!???? #GOPDebates #myeyesjustrolledouttamyhead"	8/6/15 19:51	Houston Texas	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	11	"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo__"	8/6/15 19:51	Mechanicsburg PA	Eastern Time (US & Canada)
No candidate mentioned	yes	Positive	0.3448	FOX News or Moderators	9	"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #__"	8/6/15 19:51	Liberty's Last Stand in CA	Alaska
No candidate mentioned	yes	Neutral	0.6535	Foreign Policy	10	We must repeal and replace Benghazi. #GOPDebates	8/6/15 19:51	I'm on the twitter.	Pacific Time (US & Canada)
Ted Cruz	yes	Positive	1	None of the above	65		8/6/15 19:51	"SC Lowcountry, The Beach!"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6848	None of the above	0	Could you see some of these candidates working with the J2? Like. Nawl. #gopdebates	8/6/15 19:51	DC	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	6	RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional	8/6/15 19:51	"Los Angeles, California"	
No candidate mentioned	yes	Negative	0.6593	Religion	0	"Church and state made up, yall. They are closer than ever #GOPdebates"	8/6/15 19:51		Quito
No candidate mentioned	yes	Negative	1	None of the above	0	"I have to take a shower after this.  I am covered in ""pandering"" #GOPDebates"	8/6/15 19:51	Illinois	
No candidate mentioned	yes	Negative	0.6753	Religion	0	Have you received a word from God? Oh Lawd...Here we go...and Yall know I love the Lawd but this is a mess #GOPDebate #GOPdebates #KKKorGOP	8/6/15 19:51	"Bay Area, Ca"	Pacific Time (US & Canada)
Ted Cruz	yes	Negative	1	Religion	1	Anyone who uses God's name for hate is a wolf in sheep's clothing. Matthew 23:1-15 #Cruz and #Huckabee are not men of God! #GOPDebates	8/6/15 19:51	Viva Las Vegas NV.	Pacific Time (US & Canada)
Mike Huckabee	yes	Negative	0.7174	Foreign Policy	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:51	"Miami, FL"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	queens	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.3441		0	Trump is going to claim God gave him a campaign contribution. #GOPDebates	8/6/15 19:51	"Silver Spring, MD"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	11	"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo__"	8/6/15 19:51		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51		Atlantic Time (Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 19:51	The Blue Ridge Mtns. NC	Eastern Time (US & Canada)
John Kasich	yes	Neutral	1	None of the above	0	I watched John Kasich eat a pre-debate steak! #meat #GOPDebates #GOPTeens	8/6/15 19:51		Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	Wait! Wuuuuuuuut? This was actually a question? I can't __ #GOPDebates	8/6/15 19:51	"T: 18.010462,-76.797232"	Central Time (US & Canada)
Mike Huckabee	yes	Negative	0.6703	None of the above	66	"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	8/6/15 19:51		Pacific Time (US & Canada)
Chris Christie	yes	Neutral	1	Immigration	60	"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates"	8/6/15 19:51	your moms house	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	21	RT @monaeltahawy: Can someone send this to #GOPDebates #BlackLivesMatter http://t.co/Jc9jhrrCPw	8/6/15 19:51	NYC	Atlantic Time (Canada)
No candidate mentioned	yes	Positive	1	None of the above	0	Would love to have seen it!   Seemed better than all these guys! #GOPdebates https://t.co/aawvUQqQRB	8/6/15 19:51	"Brentwood, TN"	Central Time (US & Canada)
Ted Cruz	yes	Positive	1	None of the above	65		8/6/15 19:51	Texas 	Mountain Time (US & Canada)
No candidate mentioned	yes	Negative	1	Racial issues	11	"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo__"	8/6/15 19:51	"San Francisco, CA, USA"	Pacific Time (US & Canada)
